(/12/){1}(/4/){1},0.19526
(/12/){1}(/4/){2},0.022454
(/12/){1}(/4/){3},0.022454
(/12/){1}(/4/){4},0.011734
(/12/){1}(/4/){5},0.003064
(/12/){1}(/5/){1},0.298989
(/12/){1}(/5/){2},0.061771
(/12/){1}(/5/){3},0.000608
(/12/){2}(/5/){1},0.229406
(/12/){2}(/5/){2},0.001808
(/12/){3}(/5/){1},0.223412
(/12/){4}(/5/){1},0.217746
(/12/){5}(/5/){1},0.219654
(/12/){6}(/5/){1},0.219015
(/12/){1}(/9/){1},0.320562
(/12/){1}(/9/){2},0.301832
(/12/){1}(/9/){3},0.284332
(/12/){1}(/9/){4},0.221316
(/12/){1}(/9/){5},0.206038
(/12/){1}(/9/){6},0.192519
(/12/){2}(/9/){1},0.122275
(/12/){2}(/9/){2},0.117787
(/12/){2}(/9/){3},0.103584
(/12/){2}(/9/){4},0.03205
(/12/){2}(/9/){5},0.010356
(/12/){3}(/9/){1},0.082973
(/12/){3}(/9/){2},0.078723
(/12/){3}(/9/){3},0.065063
(/12/){3}(/9/){4},0.009741
(/12/){4}(/9/){1},0.03139
(/12/){4}(/9/){2},0.027607
(/12/){4}(/9/){3},0.015297
(/12/){5}(/9/){1},0.008514
(/12/){5}(/9/){2},0.006068
(/12/){1}(/10/){1},0.011516
(/12/){2}(/10/){1},0.011296
(/12/){3}(/10/){1},0.011296
(/12/){4}(/10/){1},0.011296
(/12/){5}(/10/){1},0.011296
(/12/){6}(/10/){1},0.011296
(/12/){7}(/10/){1},0.011296
(/12/){1}(/11/){1},0.106369
(/12/){1}(/11/){2},0.030036
(/12/){2}(/11/){1},0.106369
(/12/){2}(/11/){2},0.030036
(/12/){3}(/11/){1},0.106369
(/12/){3}(/11/){2},0.030036
(/12/){4}(/11/){1},0.105795
(/12/){4}(/11/){2},0.030036
(/12/){5}(/11/){1},0.085059
(/12/){5}(/11/){2},0.021555
(/12/){6}(/11/){1},0.062958
(/12/){6}(/11/){2},0.020252
(/12/){7}(/11/){1},0.016358
(/12/){1}(/14/){1},0.042577
(/12/){1}(/14/){2},0.040071
(/12/){1}(/14/){3},0.016976
(/12/){1}(/14/){4},0.006745
(/12/){2}(/14/){1},0.025822
(/12/){2}(/14/){2},0.025822
(/12/){2}(/14/){3},0.00652
(/12/){3}(/14/){1},0.022719
(/12/){3}(/14/){2},0.022719
(/12/){3}(/14/){3},0.002623
(/12/){4}(/14/){1},0.015367
(/12/){4}(/14/){2},0.015367
(/12/){4}(/14/){3},0.000607
(/12/){5}(/14/){1},0.00426
(/12/){5}(/14/){2},0.00426
(/12/){1}(/15/){1},0.00258
(/14/){1}(/4/){1},0.014952
(/14/){1}(/4/){2},0.014952
(/14/){1}(/4/){3},0.008939
(/14/){2}(/4/){1},0.006362
(/14/){2}(/4/){2},0.006362
(/14/){1}(/13/){1},0.011998
(/14/){2}(/13/){1},0.011998
(/14/){3}(/13/){1},0.011998
(/14/){4}(/13/){1},0.004064
